text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
chaîne,chaîne,chaîne,chaîne,NOUN,True,False
",",",",",",",",PUNCT,False,False
merci,merci,merci,merci,NOUN,True,True
 , , , ,SPACE,False,False
@VengeurMasK,@vengeurmask,@VengeurMasK,@vengeurmask,PROPN,False,False
 , , , ,SPACE,False,False
!,!,!,!,PUNCT,False,False
"
","
","
","
",SPACE,False,False
@Gastronogeek,@gastronogeek,@gastronogeek,@gastronogeek,AUX,False,False
"
","
","
","
",SPACE,False,False
https,https,https,https,AUX,True,False
:,:,:,:,PUNCT,False,False
…,…,…,…,NUM,False,False
@EndoBlue,@endoblue,@endoblu,@endoblu,ADJ,False,False
C’,c’,c’,c’,NOUN,False,True
est,est,être,être,AUX,True,True
censé,censé,censé,censé,ADJ,True,False
me,me,me,me,PRON,True,True
ressembler,ressembler,ressembler,ressembler,VERB,True,False
?,?,?,?,PUNCT,False,False
@MothyBrainShot,@mothybrainshot,@mothybrainshot,@mothybrainshot,SCONJ,False,False
Tu,tu,tu,tu,PRON,True,True
as,as,as,as,NOUN,True,True
assuré,assuré,assurer,assurer,VERB,True,False
👍,👍,👍,👍,ADJ,False,False
👍,👍,👍,👍,ADJ,False,False
@sedsto_game,@sedsto_game,@sedsto_game,@sedsto_game,VERB,False,False
@BTS_twt,@bts_twt,@bts_twt,@bts_twt,VERB,False,False
Je,je,je,je,PRON,True,True
me,me,me,me,PRON,True,True
demande,demande,demande,demande,VERB,True,False
si,si,si,si,SCONJ,True,True
les,les,le,le,DET,True,True
français,français,français,français,NOUN,True,False
qui,qui,qui,qui,PRON,True,True
vont,vont,aller,aller,VERB,True,True
à,à,à,à,ADP,True,True
l',l',le,le,DET,False,True
étranger,étranger,étranger,étranger,VERB,True,False
mangent,mangent,manger,manger,VERB,True,False
des,des,un,un,DET,True,True
plats,plats,plat,plat,NOUN,True,False
français,français,français,français,ADJ,True,False
.,.,.,.,PUNCT,False,False
@NivellenFanger,@nivellenfanger,@nivellenfanger,@nivellenfanger,ADJ,False,False
@izneoBD,@izneobd,@izneobd,@izneobd,NOUN,False,False
Love,love,Love,love,PROPN,True,False
Hina,hina,Hina,hina,PROPN,True,False
Aujourd'hui,aujourd'hui,aujourd'hui,aujourd'hui,NOUN,False,True
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
le,le,le,le,DET,True,True
#,#,#,#,NOUN,False,False
YoutubeusesDay,youtubeusesday,YoutubeusesDay,youtubeusesday,PROPN,True,False
!,!,!,!,PUNCT,False,False
Tout,tout,tout,tout,ADJ,True,True
le,le,le,le,DET,True,True
monde,monde,monde,monde,NOUN,True,False
partage,partage,partager,partager,VERB,True,False
ses,ses,son,son,DET,True,True
créatrices,créatrices,créateur,créateur,NOUN,True,False
préférées,préférées,préférer,préférer,VERB,True,False
.,.,.,.,PUNCT,False,False
S',s',se,se,PRON,False,True
parti,parti,partir,partir,VERB,True,False
pour,pour,pour,pour,ADP,True,True
mon,mon,mon,mon,DET,True,True
petit,petit,petit,petit,ADJ,True,False
thread,thread,thread,thread,NOUN,True,False
💁,💁,💁,💁,PROPN,False,False
‍,‍,‍,‍,PROPN,False,False
♂,♂,♂,♂,NOUN,False,False
️,️,️,️,ADJ,False,False
@CedricBKOff,@cedricbkoff,@cedricbkoff,@cedricbkoff,CCONJ,False,False
C’,c’,c’,c’,NOUN,False,True
est,est,être,être,AUX,True,True
un,un,un,un,DET,True,True
nouvel,nouvel,nouveau,nouveau,ADJ,True,False
iPhone,iphone,iphone,iphone,NOUN,True,False
",",",",",",",",PUNCT,False,False
elles,elles,lui,lui,PRON,True,True
sont,sont,être,être,AUX,True,True
dans,dans,dans,dans,ADP,True,True
le,le,le,le,DET,True,True
turfu,turfu,turfu,turfu,NOUN,True,False
🤷,🤷,🤷,🤷,NOUN,False,False
‍,‍,‍,‍,ADJ,False,False
♂,♂,♂,♂,NOUN,False,False
️,️,️,️,ADJ,False,False
On,on,on,on,PRON,True,True
cherche,cherche,cherche,cherche,VERB,True,False
des,des,un,un,DET,True,True
noms,noms,nom,nom,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
notre,notre,notre,notre,DET,True,True
duo,duo,duo,duo,NOUN,True,False
de,de,de,de,ADP,True,True
J,j,j,j,NOUN,True,False
-,-,-,-,PUNCT,False,False
pop,pop,pop,pop,ADJ,True,False
.,.,.,.,PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/kttrOFMdMh,https://t.co/kttrofmdmh,https://t.co/kttrofmdmh,https://t.co/kttrofmdmh,NOUN,False,False
@MCacchia,@mcacchia,@mcacchia,@mcacchia,NOUN,False,False
J’,j’,j’,j’,NOUN,False,True
adore,adore,adore,adore,NOUN,True,False
!,!,!,!,PUNCT,False,False
@Majin_Buubs,@majin_buubs,@majin_buubs,@majin_buubs,CCONJ,False,False
imagine,imagine,imagine,imagine,PROPN,True,False
ton,ton,ton,ton,X,True,True
gamin,gamin,gamin,gamin,NOUN,True,False
il,il,il,il,PRON,True,True
préfère,préfère,préférer,préférer,VERB,True,False
Naruto,naruto,naruto,naruto,VERB,True,False
@valentindoche,@valentindoche,@valentindoche,@valentindoche,NOUN,False,False
C’,c’,c’,c’,NOUN,False,True
est,est,être,être,AUX,True,True
un,un,un,un,DET,True,True
choix,choix,choix,choix,NOUN,True,False
de,de,de,de,ADP,True,True
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,NOUN,False,False
pour,pour,pour,pour,ADP,True,True
marquer,marquer,marquer,marquer,VERB,True,False
la,la,le,le,DET,True,True
verticalité,verticalité,verticalité,verticalité,NOUN,True,False
de,de,de,de,ADP,True,True
la,la,le,le,DET,True,True
ville,ville,ville,ville,NOUN,True,False
de,de,de,de,ADP,True,True
Tokyo,tokyo,tokyo,tokyo,NOUN,True,False
(,(,(,(,PUNCT,False,False
les,les,le,le,DET,True,True
buildings,buildings,building,building,NOUN,True,False
",",",",",",",",PUNCT,False,False
les,les,le,le,DET,True,True
lumières,lumières,lumière,lumière,NOUN,True,False
etc.,etc.,etc.,etc.,ADV,False,False
),),),),PUNCT,False,False
@MlleKarensac,@mllekarensac,@mllekarensac,@mllekarensac,NOUN,False,False
Metamorph,metamorph,Metamorph,metamorph,PROPN,True,False
Piafabec,piafabec,Piafabec,piafabec,PROPN,True,False
😂,😂,😂,😂,VERB,False,False
👌,👌,👌,👌,NUM,False,False
@BerlemontRemy,@berlemontremy,@berlemontremy,@berlemontremy,NOUN,False,False
Ouiii,ouiii,ouiii,ouiii,ADP,True,False
👍,👍,👍,👍,NOUN,False,False
@levraimcfly,@levraimcfly,@levraimcfly,@levraimcfly,VERB,False,False
Friends,friends,friend,friend,NOUN,True,False
from,from,from,from,X,True,False
college,college,college,college,X,True,False
👍,👍,👍,👍,ADJ,False,False
@MatthieuRinoldo,@matthieurinoldo,@MatthieuRinoldo,@matthieurinoldo,X,False,False
Merci,merci,Merci,merci,PROPN,True,True
beaucoup,beaucoup,beaucoup,beaucoup,ADV,True,True
!,!,!,!,PUNCT,False,False
!,!,!,!,PUNCT,False,False
@heybitethis,@heybitethis,@heybitethi,@heybitethi,NOUN,False,False
@delgoff,@delgoff,@delgoff,@delgoff,PUNCT,False,False
@Jauzofficial,@jauzofficial,@jauzofficial,@jauzofficial,NOUN,False,False
Putain,putain,Putain,putain,PROPN,True,False
il,il,il,il,PRON,True,True
me,me,me,me,PRON,True,True
faut,faut,falloir,falloir,VERB,True,False
ça,ça,cela,cela,PRON,True,True
.,.,.,.,PUNCT,False,False
@_dexxxxx,@_dexxxxx,@_dexxxxx,@_dexxxxx,VERB,False,False
J’,j’,j’,j’,NOUN,False,True
adorerais,adorerais,adorerais,adorerais,ADV,True,False
mais,mais,mais,mais,CCONJ,True,True
j’,j’,j’,j’,NOUN,False,True
ai,ai,avoir,avoir,VERB,True,True
pas,pas,pas,pas,ADV,True,True
le,le,le,le,DET,True,True
temps,temps,temps,temps,NOUN,True,False
😅,😅,😅,😅,NOUN,False,False
@karyn_nishi,@karyn_nishi,@karyn_nishi,@karyn_nishi,CCONJ,False,False
Génial,génial,génial,génial,ADJ,True,False
!,!,!,!,PUNCT,False,False
Ils,ils,il,il,PRON,True,True
peuvent,peuvent,pouvoir,pouvoir,VERB,True,True
m',m',me,me,PRON,False,True
en,en,en,en,PRON,True,True
mettre,mettre,mettre,mettre,VERB,True,False
une,une,un,un,DET,True,True
de,de,de,de,ADP,True,True
côté,côté,côté,côté,NOUN,True,False
?,?,?,?,PUNCT,False,False
😂,😂,😂,😂,DET,False,False
@krieger_romain,@krieger_romain,@krieger_romain,@krieger_romain,NOUN,False,False
@konbininews,@konbininews,@konbininews,@konbininews,VERB,False,False
@Raphael_Carlier,@raphael_carlier,@Raphael_Carlier,@raphael_carlier,NUM,False,False
https://t.co/3IV0sCCHm8,https://t.co/3iv0scchm8,https://t.co/3iv0scchm8,https://t.co/3iv0scchm8,ADJ,False,False
Hop,hop,Hop,hop,PROPN,True,True
",",",",",",",",PUNCT,False,False
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
l',l',le,le,DET,False,True
été,été,été,été,NOUN,True,True
",",",",",",",",PUNCT,False,False
viens,viens,vien,vien,NOUN,True,False
on,on,on,on,PRON,True,True
parle,parle,parle,parle,NOUN,True,True
de,de,de,de,ADP,True,True
FREE,free,free,free,NOUN,True,False
FIGHT,fight,FIGHT,fight,PROPN,True,False
!,!,!,!,PUNCT,False,False
(,(,(,(,PUNCT,False,False
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
faux,faux,faux,faux,ADJ,True,False
bien,bien,bien,bien,ADV,True,True
évidemment,évidemment,évidemment,évidemment,ADV,True,False
),),),),PUNCT,False,False
"
","
","
","
",SPACE,False,False
https://t.co/uuREY5OTXO,https://t.co/uurey5otxo,https://t.co/uuREY5OTXO,https://t.co/uurey5otxo,X,False,False
RT,rt,RT,rt,PROPN,True,False
@canalplus,@canalplus,@canalplu,@canalplu,NOUN,False,False
:,:,:,:,PUNCT,False,False
"""","""","""","""",PUNCT,False,False
En,en,en,en,ADP,True,True
Afrique,afrique,Afrique,afrique,PROPN,True,False
aussi,aussi,aussi,aussi,ADV,True,True
les,les,le,le,DET,True,True
forêts,forêts,forêt,forêt,NOUN,True,False
sont,sont,être,être,AUX,True,True
en,en,en,en,ADP,True,True
train,train,train,train,NOUN,True,False
de,de,de,de,ADP,True,True
brûler,brûler,brûler,brûler,VERB,True,False
mais,mais,mais,mais,CCONJ,True,True
comme,comme,comme,comme,SCONJ,True,True
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
pas,pas,pas,pas,ADV,True,True
le,le,le,le,DET,True,True
poumon,poumon,poumon,poumon,NOUN,True,False
",",",",",",",",PUNCT,False,False
on,on,on,on,PRON,True,True
s‘en,s‘en,s‘en,s‘en,ADJ,False,False
bat,bat,battre,battre,VERB,True,True
les,les,le,le,DET,True,True
couilles,couilles,couille,couille,NOUN,True,False
.,.,.,.,PUNCT,False,False
"""","""","""","""",PUNCT,False,False
"

","

","

","

",SPACE,False,False
@DjimoOffic,@djimooffic,@djimooffic,@djimooffic,VERB,False,False
…,…,…,…,NUM,False,False
@angeliqueh35,@angeliqueh35,@angeliqueh35,@angeliqueh35,AUX,False,False
Facebook,facebook,facebook,facebook,ADJ,True,False
😂,😂,😂,😂,VERB,False,False
RT,rt,RT,rt,PROPN,True,False
@flyingspaceboy,@flyingspaceboy,@flyingspaceboy,@flyingspaceboy,ADJ,False,False
_,_,_,_,PROPN,False,False
:,:,:,:,PUNCT,False,False
Les,les,le,le,DET,True,True
planches,planches,planche,planche,NOUN,True,False
réalisées,réalisées,réaliser,réaliser,VERB,True,False
en,en,en,en,ADP,True,True
collaboration,collaboration,collaboration,collaboration,NOUN,True,False
avec,avec,avec,avec,ADP,True,True
@petitcarreau,@petitcarreau,@petitcarreau,@petitcarreau,NOUN,False,False
",",",",",",",",PUNCT,False,False
qui,qui,qui,qui,PRON,True,True
s’,s’,s’,s’,PRON,False,True
est,est,être,être,AUX,True,True
occupé,occupé,occuper,occuper,VERB,True,False
des,des,un,un,DET,True,True
personnages,personnages,personnage,personnage,NOUN,True,False
https://t.co/f1qM3s34Jp,https://t.co/f1qm3s34jp,https://t.co/f1qM3s34Jp,https://t.co/f1qm3s34jp,PROPN,False,False
C’,c’,C’,c’,PROPN,False,True
est,est,être,être,AUX,True,True
quoi,quoi,quoi,quoi,ADV,True,True
le,le,le,le,DET,True,True
pays,pays,pays,pays,NOUN,True,False
que,que,que,que,PRON,True,True
rêveriez,rêveriez,rêveriez,rêveriez,PROPN,True,False
de,de,de,de,ADP,True,True
visiter,visiter,visiter,visiter,VERB,True,False
(,(,(,(,PUNCT,False,False
ou,ou,ou,ou,CCONJ,True,True
revisiter,revisiter,revisiter,revisiter,VERB,True,False
),),),),PUNCT,False,False
?,?,?,?,PUNCT,False,False
(,(,(,(,PUNCT,False,False
pour,pour,pour,pour,ADP,True,True
moi,moi,moi,moi,PRON,True,True
vous,vous,vous,vous,PRON,True,True
connaissez,connaissez,connaissez,connaissez,AUX,True,False
déjà,déjà,déjà,déjà,ADV,True,False
la,la,le,le,DET,True,True
réponse,réponse,réponse,réponse,NOUN,True,False
),),),),PUNCT,False,False
Lundi,lundi,lundi,lundi,NOUN,True,False
à,à,à,à,ADP,True,True
20h30,20h30,20h30,20h30,NUM,False,False
c',c',ce,ce,PRON,False,True
est,est,être,être,AUX,True,True
mon,mon,mon,mon,DET,True,True
émission,émission,émission,émission,NOUN,True,False
Twitch,twitch,Twitch,twitch,PROPN,True,False
"""","""","""","""",PUNCT,False,False
301,301,301,301,NUM,False,False
vues,vues,voir,voir,ADJ,True,False
"""","""","""","""",PUNCT,False,False
sur,sur,sur,sur,ADP,True,True
@LeStreamFR,@lestreamfr,@lestreamfr,@lestreamfr,NOUN,False,False
!,!,!,!,PUNCT,False,False
Mes,mes,mon,mon,DET,True,True
invités,invités,invité,invité,NOUN,True,False
seront,seront,être,être,AUX,True,True
@legrandjd,@legrandjd,@legrandjd,@legrandjd,ADV,False,False
&,&,et,et,CCONJ,False,False
amp,amp,amp,amp,NOUN,True,False
;,;,;,;,PUNCT,False,False
@Cyril_mp4,@cyril_mp4,@cyril_mp4,@cyril_mp4,PUNCT,False,False
🧔,🧔,🧔,🧔,AUX,False,False
🏻,🏻,🏻,🏻,ADJ,False,False
…,…,…,…,NOUN,False,False
https://t.co/m4xIBnxReA,https://t.co/m4xibnxrea,https://t.co/m4xibnxrea,https://t.co/m4xibnxrea,ADJ,False,False
RT,rt,RT,rt,PROPN,True,False
@THEMisterfox,@themisterfox,@THEMisterfox,@themisterfox,PROPN,False,False
:,:,:,:,PUNCT,False,False
NOUVELLE,nouvelle,nouveau,nouveau,ADJ,True,False
VIDÉO,vidéo,vidéo,vidéo,NOUN,True,False
!,!,!,!,PUNCT,False,False
Vous,vous,vous,vous,PRON,True,True
avez,avez,avoir,avoir,AUX,True,False
toujours,toujours,toujours,toujours,ADV,True,True
voulu,voulu,vouloir,vouloir,AUX,True,False
voir,voir,voir,voir,VERB,True,False
ce,ce,ce,ce,PRON,True,True
qui,qui,qui,qui,PRON,True,True
se,se,se,se,PRON,True,True
passe,passe,passer,passer,VERB,True,False
VRAIMENT,vraiment,vraiment,vraiment,ADV,True,False
sur,sur,sur,sur,ADP,True,True
un,un,un,un,DET,True,True
plateau,plateau,plateau,plateau,NOUN,True,False
de,de,de,de,ADP,True,True
doublage,doublage,doublage,doublage,NOUN,True,False
?,?,?,?,PUNCT,False,False
J',j',je,je,PRON,False,True
ai,ai,avoir,avoir,AUX,True,True
passé,passé,passer,passer,VERB,True,True
une,une,un,un,DET,True,True
semai,semai,semai,semai,NOUN,True,False
…,…,…,…,NUM,False,False
@Feminnister,@feminnister,@feminnister,@feminnister,VERB,False,False
Mais,mais,mais,mais,CCONJ,True,True
...,...,...,...,PUNCT,False,False
je,je,je,je,PRON,True,True
n’,n’,n’,n’,AUX,False,True
ai,ai,avoir,avoir,AUX,True,True
jamais,jamais,jamais,jamais,ADV,True,False
dit,dit,dire,dire,VERB,True,True
que,que,que,que,SCONJ,True,True
c’,c’,c’,c’,VERB,False,True
était,était,être,être,AUX,True,True
des,des,un,un,DET,True,True
«,«,«,«,PUNCT,False,False
 , ,  ,  ,SPACE,False,False
petites,petites,petit,petit,ADJ,True,False
chaînes,chaînes,chaîne,chaîne,NOUN,True,False
 , ,  ,  ,SPACE,False,False
»,»,»,»,PRON,False,False
.,.,.,.,PUNCT,False,False
RT,rt,RT,rt,PROPN,True,False
@Satellys,@satellys,@Satellys,@satellys,PROPN,False,False
:,:,:,:,PUNCT,False,False
Le,le,le,le,DET,True,True
mec,mec,mec,mec,PROPN,True,False
rien,rien,rien,rien,PRON,True,True
à,à,à,à,ADP,True,True
foutre,foutre,foutre,foutre,ADV,True,False
😊,😊,😊,😊,PROPN,False,False
https://t.co/AmYEEoT3x2,https://t.co/amyeeot3x2,https://t.co/amyeeot3x2,https://t.co/amyeeot3x2,NOUN,False,False
@ebronnant,@ebronnant,@ebronner,@ebronner,VERB,False,False
😅,😅,😅,😅,NOUN,False,False
@ClementineNYC,@clementinenyc,@clementinenyc,@clementinenyc,PRON,False,False
@Grgrrn,@grgrrn,@Grgrrn,@grgrrn,PROPN,False,False
Je,je,je,je,PRON,True,True
confirme,confirme,confirme,confirme,VERB,True,False
.,.,.,.,PUNCT,False,False
@NintendoFrance,@nintendofrance,@NintendoFrance,@nintendofrance,PROPN,False,False
«,«,«,«,PUNCT,False,False
 , ,  ,  ,SPACE,False,False
Boîte,boîte,boîte,boîte,NOUN,True,False
à,à,à,à,ADP,True,True
objet,objet,objet,objet,NOUN,True,False
 , ,  ,  ,SPACE,False,False
»,»,»,»,PRON,False,False
?,?,?,?,PUNCT,False,False
!,!,!,!,PUNCT,False,False
?,?,?,?,PUNCT,False,False
!,!,!,!,PUNCT,False,False
Mais,mais,mais,mais,CCONJ,True,True
qui,qui,qui,qui,PRON,True,True
dit,dit,dire,dire,VERB,True,True
ça,ça,cela,cela,PRON,True,True
?,?,?,?,PUNCT,False,False
!,!,!,!,PUNCT,False,False
@F_Descraques,@f_descraques,@f_descraque,@f_descraque,NOUN,False,False
@clubdeletoile,@clubdeletoile,@clubdeletoil,@clubdeletoil,ADJ,False,False
Moi,moi,moi,moi,PRON,True,True
🤓,🤓,🤓,🤓,DET,False,False
RT,rt,rt,rt,VERB,True,False
@Baptiste_Lorber,@baptiste_lorber,@baptiste_lorber,@baptiste_lorber,SCONJ,False,False
:,:,:,:,PUNCT,False,False
Nouvelle,nouvelle,nouveau,nouveau,ADJ,True,False
vidéo,vidéo,vidéo,vidéo,NOUN,True,False
",",",",",",",",PUNCT,False,False
on,on,on,on,PRON,True,True
détourne,détourne,détourne,détourne,VERB,True,False
le,le,le,le,DET,True,True
copain,copain,copain,copain,NOUN,True,False
@MonsieurDream,@monsieurdream,@MonsieurDream,@monsieurdream,PROPN,False,False
:),:),:),:),PUNCT,False,False
https://t.co/EyvgKo9E4d,https://t.co/eyvgko9e4d,https://t.co/eyvgko9e4d,https://t.co/eyvgko9e4d,ADJ,False,False
@xSqueeZie,@xsqueezie,@xsqueezie,@xsqueezie,AUX,False,False
Ça,ça,cela,cela,PRON,True,True
fera,fera,faire,faire,VERB,True,False
200,200,200,200,NUM,False,False
balles,balles,balle,balle,ADJ,True,False
https://t.co/i8CIHSaYrG,https://t.co/i8cihsayrg,https://t.co/i8cihsayrg,https://t.co/i8cihsayrg,DET,False,False
@RealScorsese,@realscorsese,@realscorses,@realscorses,ADJ,False,False
@aWildCaro,@awildcaro,@awildcaro,@awildcaro,NOUN,False,False
WHAT,what,WHAT,what,PROPN,True,False
?,?,?,?,PUNCT,False,False
!,!,!,!,PUNCT,False,False
Mais,mais,mais,mais,CCONJ,True,True
...,...,...,...,PUNCT,False,False
c’,c’,c’,c’,PROPN,False,True
était,était,être,être,AUX,True,True
il,il,il,il,PRON,True,True
y,y,y,y,PRON,True,False
a,a,avoir,avoir,VERB,True,True
12,12,12,12,NUM,False,False
ans,ans,an,an,NOUN,True,False
!,!,!,!,PUNCT,False,False
RT,rt,RT,rt,PROPN,True,False
@Thdark101,@thdark101,@Thdark101,@thdark101,PROPN,False,False
:,:,:,:,PUNCT,False,False
Calling,calling,Calling,calling,PROPN,True,False
this,this,this,this,X,True,False
Bulma,bulma,Bulma,bulma,PROPN,True,False
drawing,drawing,drawing,drawing,X,True,False
done,done,done,done,VERB,True,False
.,.,.,.,PUNCT,False,False
https://t.co/lpMNhIaFId,https://t.co/lpmnhiafid,https://t.co/lpmnhiafid,https://t.co/lpmnhiafid,PRON,False,False
@iroonachan,@iroonachan,@iroonachan,@iroonachan,NOUN,False,False
@KOPF_STOFF,@kopf_stoff,@KOPF_STOFF,@kopf_stoff,NUM,False,False
Pour,pour,pour,pour,ADP,True,True
toi,toi,toi,toi,DET,True,True
@Raphael_Carlier,@raphael_carlier,@raphael_carlier,@raphael_carlier,NOUN,False,False
@AujourdhuiJapon,@aujourdhuijapon,@aujourdhuijapon,@aujourdhuijapon,CCONJ,False,False
L’,l’,l’,l’,NOUN,False,True
inverse,inverse,inverse,inverse,AUX,True,False
aurait,aurait,avoir,avoir,AUX,True,True
été,été,être,être,AUX,True,True
surprenant,surprenant,surprenant,surprenant,ADJ,True,False
.,.,.,.,PUNCT,False,False
À,à,à,à,ADP,True,True
vous,vous,vous,vous,PRON,True,True
de,de,de,de,ADP,True,True
partager,partager,partager,partager,VERB,True,False
au,au,au,au,PROPN,True,True
moins,moins,moins,moins,ADV,True,True
une,une,un,un,DET,True,True
créatrice,créatrice,créateur,créateur,NOUN,True,False
pour,pour,pour,pour,ADP,True,True
le,le,le,le,DET,True,True
#,#,#,#,PROPN,False,False
YoutubeusesDay,youtubeusesday,YoutubeusesDay,youtubeusesday,PROPN,True,False
et,et,et,et,CCONJ,True,True
pour,pour,pour,pour,ADP,True,True
en,en,en,en,PRON,True,True
découvrir,découvrir,découvrir,découvrir,VERB,True,False
encore,encore,encore,encore,ADV,True,True
plus,plus,plus,plus,ADV,True,True
",",",",",",",",PUNCT,False,False
@les1ternettes,@les1ternettes,@les1ternette,@les1ternette,NOUN,False,False
…,…,…,…,PROPN,False,False
https://t.co/uxhhqh8JLj,https://t.co/uxhhqh8jlj,https://t.co/uxhhqh8jlj,https://t.co/uxhhqh8jlj,AUX,False,False
très,très,très,très,ADV,True,True
bien,bien,bien,bien,ADV,True,True
Vladimir,vladimir,Vladimir,vladimir,PROPN,True,False
Cauchemar,cauchemar,Cauchemar,cauchemar,X,True,False
&,&,et,et,CCONJ,False,False
amp,amp,amp,amp,NOUN,True,False
;,;,;,;,PUNCT,False,False
@vald_ld,@vald_ld,@vald_ld,@vald_ld,NOUN,False,False
💀,💀,💀,💀,NOUN,False,False
"
","
","
","
",SPACE,False,False
https://t.co/fGoJWOBlNu,https://t.co/fgojwoblnu,https://t.co/fgojwoblnu,https://t.co/fgojwoblnu,NOUN,False,False
@_nxthxn666,@_nxthxn666,@_nxthxn666,@_nxthxn666,X,False,False
_,_,_,_,NOUN,False,False
Vous,vous,vous,vous,PRON,True,True
allez,allez,aller,aller,VERB,True,False
mettre,mettre,mettre,mettre,VERB,True,False
votre,votre,votre,votre,DET,True,True
différent,différent,différent,différent,NOUN,True,True
de,de,de,de,ADP,True,True
côté,côté,côté,côté,NOUN,True,False
et,et,et,et,CCONJ,True,True
reprendre,reprendre,reprendre,reprendre,VERB,True,False
votre,votre,votre,votre,DET,True,True
beau,beau,beau,beau,NOUN,True,True
projet,projet,projet,projet,NOUN,True,False
?,?,?,?,PUNCT,False,False
@Tineex,@tineex,@tineex,@tineex,ADP,False,False
_,_,_,_,NOUN,False,False
🤷,🤷,🤷,🤷,NOUN,False,False
‍,‍,‍,‍,ADJ,False,False
♂,♂,♂,♂,NOUN,False,False
️,️,️,️,ADJ,False,False
https://t.co/qvoo7oXVkE,https://t.co/qvoo7oxvke,https://t.co/qvoo7oxvke,https://t.co/qvoo7oxvke,NOUN,False,False
@NetflixFR,@netflixfr,@netflixfr,@netflixfr,ADP,False,False
Jamais,jamais,jamais,jamais,ADV,True,False
entendu,entendu,entendre,entendre,VERB,True,False
parler,parler,parler,parler,VERB,True,True
",",",",",",",",PUNCT,False,False
c’,c’,c’,c’,PROPN,False,True
est,est,être,être,AUX,True,True
pour,pour,pour,pour,ADP,True,True
les,les,le,le,DET,True,True
enfants,enfants,enfant,enfant,NOUN,True,False
?,?,?,?,PUNCT,False,False
@Inoxtag,@inoxtag,@inoxtag,@inoxtag,NOUN,False,False
@valouzz,@valouzz,@valouzz,@valouzz,VERB,False,False
_,_,_,_,PROPN,False,False
Je,je,je,je,PRON,True,True
renvoie,renvoie,renvoyer,renvoyer,VERB,True,False
ce,ce,ce,ce,DET,True,True
sosie,sosie,sosie,sosie,NOUN,True,False
sur,sur,sur,sur,ADP,True,True
@JoycaOff,@joycaoff,@joycaoff,@joycaoff,NOUN,False,False
RT,rt,RT,rt,PROPN,True,False
@leroidesrats,@leroidesrats,@leroidesrat,@leroidesrat,NOUN,False,False
:,:,:,:,PUNCT,False,False
Nouvelle,nouvelle,nouveau,nouveau,ADJ,True,False
vidéo,vidéo,vidéo,vidéo,NOUN,True,False
!,!,!,!,PUNCT,False,False
On,on,on,on,PRON,True,True
va,va,aller,aller,VERB,True,True
parler,parler,parler,parler,VERB,True,True
aujourd'hui,aujourd'hui,aujourd'hui,aujourd'hui,NOUN,False,True
de,de,de,de,ADP,True,True
cette,cette,ce,ce,DET,True,True
nouvelle,nouvelle,nouveau,nouveau,ADJ,True,False
"""","""","""","""",PUNCT,False,False
mode,mode,mode,mode,NOUN,True,False
"""","""","""","""",PUNCT,False,False
des,des,un,un,DET,True,True
comptes,comptes,compte,compte,NOUN,True,False
instagram,instagram,instagram,instagram,ADJ,True,False
pour,pour,pour,pour,ADP,True,True
enfant,enfant,enfant,enfant,NOUN,True,False
avec,avec,avec,avec,ADP,True,True
notamment,notamment,notamment,notamment,ADV,True,True
des,des,un,un,DET,True,True
p,p,p,p,NOUN,True,False
…,…,…,…,PROPN,False,False
@cayla_emilie,@cayla_emilie,@cayla_emilie,@cayla_emilie,VERB,False,False
Merci,merci,merci,merci,NOUN,True,True
d’,d’,d’,d’,VERB,False,True
être,être,être,être,AUX,True,True
venu,venu,venir,venir,VERB,True,False
💪,💪,💪,💪,NOUN,False,False
J’,j’,j’,j’,NOUN,False,True
ai,ai,ai,ai,X,True,True
précommandé,précommandé,précommander,précommander,VERB,True,False
LUNARK,lunark,LUNARK,lunark,PROPN,True,False
",",",",",",",",PUNCT,False,False
le,le,le,le,DET,True,True
jeu,jeu,jeu,jeu,NOUN,True,False
est,est,être,être,AUX,True,True
incroyable,incroyable,incroyable,incroyable,ADJ,True,False
",",",",",",",",PUNCT,False,False
le,le,le,le,DET,True,True
créateur,créateur,créateur,créateur,NOUN,True,False
bosse,bosse,boss,boss,ADJ,True,False
seul,seul,seul,seul,ADJ,True,True
dessus,dessus,dessus,dessus,ADV,True,True
",",",",",",",",PUNCT,False,False
une,une,un,un,DET,True,True
grosse,grosse,gros,gros,ADJ,True,False
claque,claque,claque,claque,NOUN,True,False
!,!,!,!,PUNCT,False,False
Force,force,force,force,DET,True,False
aux,aux,al,al,ADJ,True,True
indépe,indépe,indépe,indépe,NOUN,True,False
…,…,…,…,NUM,False,False
https://t.co/RZzpMK4jDR,https://t.co/rzzpmk4jdr,https://t.co/rzzpmk4jdr,https://t.co/rzzpmk4jdr,NOUN,False,False
@PascalineRynd,@pascalinerynd,@PascalineRynd,@pascalinerynd,PROPN,False,False
